row_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7
242,タアグ,シイゾ,フウニ,デエノ,ゴオセ,ガッボ,インナ
243,ガアデ,キイム,ヌウピ,レエネ,ソオシ,ズッハ,ブンミ
244,パアケ,チイペ,ユウゴ,ゼエフ,トオピ,ノッボ,アング
245,サアラ,リイボ,ユウブ,ペエピ,ドオキ,バッム,ノンネ
246,ヤアニ,リイサ,ツウデ,ベエミ,ホオラ,ネッノ,ズンゴ
247,ラアト,キイヒ,ブウセ,メエハ,ボオゾ,カッロ,エンス
248,ヤアヒ,ニイラ,ムウヘ,テエレ,モオズ,メッグ,ユンミ
249,ワアヒ,シイコ,ムウザ,ゼエバ,ノオラ,タッペ,ルンホ
250,ハアホ,ギイノ,ルウネ,メエテ,ソオサ,ピッワ,クンス
251,ラアム,キイレ,ブウジ,ケエヌ,ゴオネ,テッワ,パンル
252,ワアダ,ミイヒ,ツウソ,テエモ,コオヌ,ホッニ,レンパ
253,ハアガ,キイビ,ルウフ,ネエペ,ゴオジ,ナッザ,スンレ
254,ヤアフ,ミイデ,スウザ,ゼエホ,ソオツ,ヒッラ,タンペ
255,カアパ,キイメ,クウル,ネエザ,ゴオベ,デッニ,ミンレ
256,ダアゴ,リイナ,スウラ,ベエバ,モオキ,ケッセ,テンロ
257,タアス,ジイワ,ルウパ,ペエヒ,ヨオブ,モッヌ,グント
258,カアヌ,リイツ,ズウラ,ペエモ,ソオタ,ドッネ,コンザ
259,ワアカ,シイグ,ツウミ,デエベ,ボオコ,タッサ,センル
260,ダアル,ギイナ,ズウヒ,ゼエラ,ドオミ,エッザ,パンモ
261,バアヒ,ギイツ,グウフ,テエポ,コオマ,スッメ,ヤンヘ
262,ナアパ,ミイボ,ツウケ,ゼエデ,ノオヘ,ヨッゴ,スンタ
263,タアフ,シイバ,ユウム,ネエミ,コオセ,ナッズ,オンビ
264,バアミ,キイヌ,クウブ,レエヘ,トオケ,ズッダ,カンボ
265,ヤアピ,ミイハ,クウマ,ヘエプ,ロオサ,エッナ,ドンケ
266,ダアド,キイホ,ユウシ,ゼエモ,ソオペ,ムッパ,ゴンケ
267,ザアモ,キイゾ,ルウロ,ペエラ,ドオコ,ニッピ,メンハ
268,パアヘ,ギイム,フウメ,デエジ,ボオナ,ゼッラ,グンガ
269,ザアチ,リイパ,スウベ,ゼエミ,ホオド,ラッマ,ヌンタ
270,ハアゼ,リイヘ,スウピ,レエフ,ゾオボ,ダッデ,ムンニ
271,ザアム,ジイナ,グウニ,ケエロ,ポオメ,ゴット,パンネ
272,ガアコ,ヒイテ,グウダ,ゼエハ,ボオソ,ケッヌ,ヘント
273,ガアト,ミイシ,ブウホ,ゼエズ,ロオダ,コッニ,ユンケ
274,ガアク,チイモ,フウス,ゼエソ,ドオネ,ナッサ,ニンパ
275,バアニ,キイル,ブウノ,テエシ,ロオク,カッダ,オンペ
276,バアズ,ニイモ,グウリ,メエヒ,ロオヌ,テッガ,サンヘ
277,タアパ,ニイス,ツウペ,ゼエボ,ソオナ,ケッヒ,カンデ
278,タアガ,ギイハ,ブウゾ,ネエケ,ロオヘ,セッモ,ムンピ
279,パアチ,ジイキ,クウピ,レエゾ,モオヌ,スッセ,コンワ
280,ナアノ,キイボ,ブウダ,セエピ,モオジ,ワッベ,ザンラ
281,タアヘ,ギイモ,スウパ,ゼエン,ノオシ,ケッホ,フンル
282,ザアビ,リイジ,フウバ,デエゾ,ホオワ,モッコ,ユンセ
283,ヤアデ,ビイベ,ルウモ,ゼエチ,ボオム,ノッタ,ロンヌ
284,カアサ,ヒイワ,ルウグ,メエベ,ソオネ,タット,ケンギ
285,タアポ,キイシ,ユウメ,ベエゴ,ヨオセ,ガッマ,サンネ
286,ハアラ,チイデ,ブウネ,ゼエノ,ドオジ,モッム,ヘンワ
287,ハアン,キイグ,ツウリ,ベエヌ,ボオセ,デッネ,ドンゴ
288,タアノ,ミイソ,ブウビ,セエズ,ホオパ,ヨッサ,ネンワ
289,サアシ,ヒイマ,ブウチ,ペエポ,ノオゼ,ニッス,ワンハ
290,ダアテ,ジイド,ユウヘ,ネエハ,ホオブ,コッワ,ヨンズ
291,タアサ,シイポ,ブウモ,ゼエゾ,ゴオド,オッマ,リンル
292,ガアネ,ヒイナ,ユウデ,ゼエグ,ノオン,ブッギ,ヌンダ
293,バアモ,ピイロ,ヌウツ,ゼエワ,ヨオナ,ゴッブ,ケンペ
294,パアヒ,ジイガ,ズウヌ,テエナ,ポオコ,ヘッル,ロント
295,ガアテ,ミイヘ,ブウド,メエダ,ホオロ,マッサ,ケンバ
296,ナアカ,キイケ,ズウノ,ベエデ,モオク,ハッロ,ピンラ
297,ヤアキ,ミイク,ツウヌ,テエケ,ドオボ,ペッセ,ノンズ
298,ヤアプ,ミイピ,スウキ,デエム,ノオベ,レッマ,ゼンバ
299,ダアム,ミイカ,フウペ,ネエデ,ドオバ,ヤッノ,ボンビ
300,カアニ,キイベ,ムウナ,メエビ,コオケ,ノッサ,パンリ
301,ラアロ,ニイカ,ツウヒ,デエコ,ポオリ,サッヌ,オンパ
302,ダアラ,チイヘ,ヌウハ,デエシ,ドオツ,カッリ,ゼンズ
303,ダアネ,キイブ,グウテ,レエカ,モオベ,ホッチ,ヤント
304,タアジ,リイト,グウモ,ヘエズ,ゾオル,パッメ,ポンノ
305,バアヌ,ギイヒ,ムウリ,ゼエス,ノオレ,テッル,エンベ
306,ザアハ,ピイニ,グウナ,セエル,モオメ,カッマ,エント
307,ダアソ,ジイス,ルウク,メエニ,ヨオハ,ビッヘ,トンプ
308,ナアボ,ニイツ,ルウヘ,メエガ,コオソ,ゼッグ,テンハ
309,ハアズ,ビイザ,フウボ,ヘエゴ,モオシ,ネッセ,ノンミ
310,カアハ,キイデ,ズウケ,ペエン,ソオヒ,ゼッブ,ザンリ
311,パアン,ギイデ,ツウザ,ネエビ,ソオノ,スッフ,ヌング
312,ハアミ,ヒイプ,ヌウケ,ヘエホ,ゴオグ,エッダ,カンル
313,ナアプ,ミイキ,ズウビ,ヘエノ,ゾオデ,クッレ,トンリ
314,ナアブ,ピイワ,ツウバ,ヘエコ,トオポ,リッレ,ユンキ
315,バアリ,ビイブ,ルウテ,ベエグ,ノオロ,ギッズ,ヤンゼ
316,ザアク,シイワ,ヌウヒ,ヘエガ,ノオバ,フッル,レンロ
317,ザアジ,リイロ,ヌウニ,ペエワ,ドオグ,ルッゴ,デンズ
318,タアプ,ニイギ,ツウポ,テエビ,ロオネ,イッヘ,ナンザ
319,カアモ,リイソ,クウコ,ペエメ,ドオビ,ヤッレ,ゲンズ
320,ラアミ,ヒイノ,ブウボ,ネエセ,ヨオモ,エッメ,オンベ
321,カアラ,ニイベ,ヌウチ,テエミ,ゾオノ,ハッワ,スンク
322,ラアゼ,ニイバ,ユウテ,ネエタ,ゾオモ,ムッボ,ロンキ
323,カアレ,シイビ,ブウワ,ヘエテ,ヨオザ,ニッポ,モンケ
324,ガアチ,ニイノ,ヌウギ,デエホ,モオケ,ザッヘ,コンネ
325,ヤアジ,ニイブ,クウム,ペエテ,ノオギ,ドッカ,ランリ
326,ラアブ,シイメ,ルウハ,レエセ,ロオペ,ドッズ,ボンヒ
327,ガアキ,ニイピ,スウケ,ヘエバ,ノオデ,ポッメ,ユンレ
328,タアト,ビイゾ,ヌウル,ケエス,ノオパ,キッネ,プンワ
329,ザアグ,ヒイン,ルウタ,セエホ,トオテ,ヤッマ,リンレ
330,ナアグ,ジイニ,フウレ,デエズ,ボオギ,チッタ,ノンビ
331,ハアチ,ジイヘ,ズウギ,デエナ,ホオコ,ケッザ,トンブ
332,ラアポ,ギイマ,ブウゴ,デエソ,ドオメ,ルッゼ,ザンレ
333,サアタ,ビイド,ルウレ,ベエシ,ゾオツ,ズッネ,カンク
334,カアゾ,リイタ,フウグ,テエマ,ドオヌ,レッネ,ズンザ
335,タアキ,シイゼ,ユウレ,ベエン,ポオフ,ハッモ,ネンゴ
336,ワアム,ジイロ,ブウミ,ヘエデ,モオギ,ドッヒ,ヨンホ
337,ハアゾ,ビイホ,ユウニ,ゼエツ,ゴオワ,マッロ,ノンス
338,ハアレ,ギイシ,ヌウビ,ゼエザ,ヨオニ,ワッガ,ベンモ
339,ナアポ,ピイル,フウベ,メエン,ロオチ,ケッニ,テンク
340,ハアベ,ギイゾ,ヌウス,セエク,ポオロ,ブッニ,タンチ
341,サアホ,ピイラ,ルウキ,ネエニ,トオズ,アッヘ,ゴンデ
342,ナアケ,ピイモ,フウリ,ペエニ,ゾオゴ,パッラ,ボンス
343,ガアボ,ヒイギ,クウセ,ペエプ,ゴオレ,テッモ,ゲンサ
344,サアワ,ギイミ,クウビ,テエフ,ロオシ,アッボ,インダ
345,サアグ,チイツ,ムウゼ,レエニ,コオメ,デッヌ,ガンヒ
346,ワアセ,ミイロ,ユウペ,ネエホ,ゴオサ,リッマ,ヤンパ
347,カアセ,ジイネ,グウヘ,レエテ,モオニ,リッヒ,タンザ
348,ワアチ,ピイプ,スウタ,レエデ,ゾオミ,ヨッベ,ドンル
349,カアジ,ヒイヘ,ルウワ,ネエギ,モオト,ザッハ,ゲンナ
350,ナアジ,ギイチ,フウノ,ネエス,ロオケ,マッヌ,ルンド
351,バアベ,リイテ,ズウナ,ケエゾ,ヨオプ,ウッガ,ミンザ
352,ガアザ,ピイペ,ズウソ,メエプ,コオゼ,ロッデ,グンホ
353,バアヘ,ギイレ,ルウビ,テエネ,ホオリ,ダッノ,コンケ
354,ダアノ,キイゴ,ルウサ,レエベ,ソオフ,ロッリ,クンネ
355,パアロ,キイヘ,ツウブ,ネエラ,ノオジ,マッグ,ヨンミ
356,カアム,チイシ,ヌウバ,ペエミ,ヨオネ,ピッナ,ギンズ
357,サアツ,キイマ,ズウベ,テエロ,コオミ,プッタ,ネンニ
358,ザアロ,ビイハ,ムウト,ケエペ,ヨオヌ,グッカ,ニンボ
359,ザアネ,ニイク,フウム,セエメ,ホオゾ,キッノ,ゲンヌ
360,ダアギ,ミイガ,ルウピ,ヘエク,ヨオバ,ゴッニ,ロンフ
361,ダアカ,キイツ,ムウノ,ヘエピ,ボオン,グッセ,ユンロ
362,ハアヌ,ピイム,フウモ,セエマ,ホオペ,リッゴ,ネンメ
363,ナアダ,チイミ,ヌウメ,デエヒ,ゾオヘ,ラッワ,ケンル
364,ナアホ,ジイバ,ズウト,ペエカ,ゴオソ,ブッロ,キンザ
365,ハアキ,ジイゴ,ツウノ,メエス,ロオヒ,テッヘ,ゼンケ
366,ガアセ,ビイダ,ブウマ,デエゴ,ボオメ,ノッパ,オンク
367,ラアヘ,ヒイポ,ズウツ,レエソ,モオパ,ザッフ,ワンニ
368,ハアポ,ニイペ,ヌウグ,ゼエブ,ゾオネ,デッダ,リンギ
369,タアン,ジイメ,スウハ,デエラ,ソオセ,グッゴ,ヒンル
370,ヤアズ,チイニ,ムウピ,ゼエベ,ボオフ,ゲッテ,ユンク
371,ガアホ,ヒイソ,ユウル,ゼエム,ドオザ,オッブ,メンペ
372,ヤアテ,ジイゾ,クウギ,メエパ,ポオノ,ヒッル,ヌント
373,タアゴ,リイハ,ヌウゼ,ケエガ,ゾオズ,ノッム,ドンラ
374,ヤアザ,ミイモ,クウス,ゼエネ,ポオケ,レッニ,トンキ
375,カアン,ジイベ,ズウサ,セエタ,ゴオデ,リット,モンホ
376,ワアゴ,ミイザ,ルウブ,セエデ,ヨオパ,メッホ,ガンダ
377,ハアノ,シイリ,ズウカ,メエピ,ドオレ,グッホ,サンル
378,ヤアビ,リイバ,ユウセ,テエザ,ソオメ,スック,ネンロ
379,サアパ,ミイワ,ヌウレ,ベエボ,ゾオギ,デッロ,ダンニ
380,ラアグ,リイシ,ズウミ,レエピ,ノオモ,ドッダ,ヨンベ
381,ワアグ,ジイボ,ムウパ,ケエフ,ゾオベ,ルッナ,タンレ
382,カアケ,ニイメ,ツウド,ヘエリ,モオビ,アッノ,デンダ
383,ダアハ,チイワ,ズウコ,レエガ,トオヘ,イッネ,ヨンザ
384,ダアグ,ギイネ,フウヘ,メエノ,モオリ,ワッセ,インレ
385,タアシ,キイハ,ユウビ,ヘエヌ,ボオカ,ブッゼ,ドンロ
386,ダアブ,ミイホ,スウバ,レエツ,モオヒ,トッゼ,ヤンギ
387,ダアズ,リイベ,ツウグ,ネエソ,ポオシ,ルッテ,ノンバ
388,ダアサ,ミイバ,フウゼ,ネエツ,ノオホ,ロッナ,ガンレ
389,タアハ,ヒイフ,ユウポ,セエケ,ロオツ,コッメ,ガンナ
390,サアボ,ピイシ,フウゾ,ペエリ,コオズ,ドッギ,ムンモ
391,ダアケ,チイテ,ヌウガ,セエミ,ノオニ,ドッル,プンハ
392,ヤアソ,ピイパ,ヌウゴ,ケエベ,ホオサ,ヨッデ,レンマ
393,ザアベ,ピイス,ムウホ,デエニ,ノオゾ,ゴッロ,ドンギ
394,ガアダ,ビイヌ,ムウテ,ベエワ,ロオモ,ゲッド,ニンラ
395,ハアナ,チイダ,ズウマ,ケエン,トオホ,ヤッザ,ワンリ
396,パアリ,ギイド,ブウガ,ゼエビ,ノオサ,ペッワ,クンタ
397,ラアプ,ニイゾ,ムウバ,ベエガ,ホオツ,ゼッゴ,モンミ
398,ザアシ,キイラ,ムウク,ヘエミ,ポオレ,ナッロ,センケ
399,ダアベ,リイワ,ムウケ,デエド,ホオノ,ネッメ,キンマ
400,ガアス,ミイド,ツウフ,ケエギ,ボオモ,メッベ,コンサ
401,バアメ,チイホ,ヌウラ,デエミ,ヨオペ,クッコ,ザンダ
402,ラアリ,ビイガ,スウヘ,デエギ,ホオケ,レッワ,ノンハ
403,バアダ,リイケ,グウビ,メエホ,ドオゼ,ユッデ,コンレ
404,ガアワ,ニイビ,クウホ,メエサ,ロオナ,ヨッヘ,ダンレ
405,ザアノ,ミイグ,ズウハ,ベエホ,ゴオツ,ロッタ,ドンカ
406,ガアバ,ミイテ,ツウク,レエヒ,ヨオメ,ダッヌ,ドンヘ
407,ラアギ,チイザ,フウピ,デエボ,ノオル,イッワ,ナンミ
408,ザアテ,チイハ,グウガ,ネエズ,ノオボ,ラッフ,センビ
409,ガアビ,ニイマ,グウサ,ベエロ,ゴオナ,タッギ,バンセ
410,ダアフ,ギイロ,スウボ,ヘエパ,ドオテ,ラッナ,メンヌ
411,サアペ,ピイフ,ズウニ,セエガ,モオテ,パッノ,ポンケ
412,カアチ,ニイテ,ムウペ,セエネ,ホオソ,クッフ,ギンビ
413,ラアカ,ビイワ,ムウギ,デエロ,コオヘ,ハッホ,ズング
414,ラアビ,ジイレ,ムウヌ,ヘエダ,ポオネ,チッガ,ドンテ
415,カアリ,チイル,クウヒ,ゼエテ,コオフ,アッロ,ダンラ
416,タアバ,シイニ,グウメ,テエト,ホオヌ,ピップ,アンワ
417,ハアケ,ニイデ,グウド,ヘエツ,ポオセ,アッズ,ゴンチ
418,ヤアグ,ギイダ,ムウプ,ケエワ,モオヘ,ザッメ,ポンカ
419,ワアハ,ギイヌ,グウシ,レエロ,ボオミ,ケッビ,オンメ
420,パアル,ジイビ,フウセ,ケエサ,ホオデ,コッリ,ランガ
421,ヤアツ,ジイズ,クウゼ,ネエポ,モオハ,キッビ,タンリ
422,ガアゾ,ビイモ,クウフ,セエバ,コオテ,メッド,ボンザ
423,サアン,シイパ,ズウロ,ネエゾ,コオノ,セッフ,ポンク
424,ラアゴ,ジイマ,ユウワ,ゼエヌ,ドオス,リッポ,キンピ
425,ナアバ,ピイン,スウカ,セエゾ,ポオプ,レッケ,ダンキ
426,サアゾ,チイカ,ズウタ,テエラ,ポオヌ,ヨッペ,アンギ
427,ダアワ,ビイメ,ブウラ,ヘエザ,コオキ,チッケ,バンガ
428,ガアロ,ビイグ,ルウリ,ペエム,モオミ,パッレ,ズンキ
429,サアバ,キイコ,グウゾ,デエス,ノオフ,ユッナ,エンガ
430,ワアフ,ジイハ,ツウム,レエペ,ポオタ,ケッキ,ヨンロ
431,ナアビ,チイネ,ヌウダ,ヘエハ,ソオポ,カッレ,ゲンマ
432,ナアソ,キイノ,ツウビ,ヘエニ,トオム,ハッポ,ブンル
433,ワアポ,シイペ,ムウロ,レエザ,ゴオズ,ヌッチ,ガンニ
434,サアジ,ヒイガ,ツウパ,メエソ,ホオタ,ナッヌ,モンセ
435,ヤアパ,ビイロ,ブウソ,ヘエラ,モオタ,ルッコ,ドンヌ
436,ヤアム,ジイチ,グウネ,ペエヌ,ゴオガ,ヨッズ,フンハ
437,タアブ,ミイゴ,ルウヒ,テエズ,ホオベ,ワッゼ,ナンハ
438,パアピ,リイミ,ツウタ,レエサ,ホオマ,ヨッロ,エンル
439,ダアガ,ヒイペ,ツウマ,テエホ,ノオブ,ユッゴ,オンバ
440,ダアモ,シイセ,ルウホ,ベエフ,ゾオビ,ゲッマ,コンギ
441,カアゼ,ヒイゾ,スウヌ,ペエチ,コオダ,トッブ,キンニ
442,ハアモ,ギイベ,ズウネ,メエム,ゾオド,ヌッワ,レンク
443,ダアキ,ビイマ,ムウミ,テエパ,ポオツ,ザッド,ユンラ
444,ガアブ,ニイケ,ユウミ,レエン,ゾオナ,ザッセ,ギンス
445,ナアピ,リイザ,ユウボ,ゼエシ,トオロ,レッヘ,ノンカ
446,サアプ,ミイゼ,ツウピ,テエグ,ポオハ,ドッマ,コンタ
447,ワアン,ニイハ,スウフ,レエグ,ゾオコ,リッヘ,ドンム
448,ヤアケ,チイピ,ズウホ,ヘエブ,ゴオザ,ノッセ,キンル
449,ザアト,ニイゼ,ヌウベ,テエコ,モオラ,ブッバ,メンナ
450,ナアク,リイガ,ムウハ,ゼエト,ゴオロ,ビッニ,ランノ
451,ラアハ,ニイシ,ズウチ,ネエゼ,ポオカ,ヘッム,ピンサ
452,ダアヒ,ギイフ,ズウセ,ケエモ,ゴオヌ,ユッノ,ミンヘ
453,パアシ,ヒイコ,ルウギ,メエヌ,モオボ,テッダ,スンチ
454,サアビ,チイガ,ヌウテ,ベエル,ポオワ,ムッナ,ヨンキ
455,タアデ,チイド,クウパ,メエズ,コオモ,ヌッネ,ルンノ
456,パアホ,ミイビ,ユウラ,テエワ,トオグ,レッゼ,スンリ
457,ガアケ,ビイリ,ツウボ,テエサ,ロオゾ,チッフ,ゼンヘ
458,ヤアリ,キイバ,ツウモ,ネエヘ,ノオセ,スッサ,メンホ
459,カアバ,ビイナ,クウド,ベエセ,ボオヌ,ヤッス,レンテ
460,ハアダ,ミイギ,グウザ,ヘエゾ,ボオワ,エッノ,オント
461,ワアソ,ビイセ,ズウメ,レエラ,トオパ,モッル,ユンマ
462,ガアツ,チイゾ,グウヒ,デエヘ,ゴオス,パッネ,ノンザ
463,カアベ,ミイパ,ルウメ,ゼエナ,ボオヒ,デッゴ,ロンモ
464,バアス,シイガ,ルウニ,ケエデ,ソオベ,マッリ,ボンレ
465,ワアデ,ジイサ,ユウフ,レエリ,ソオク,ゲッナ,ヤンタ
466,ヤアミ,リイダ,グウツ,ベエナ,トオハ,ヌッガ,ケンラ
467,ラアツ,チイジ,ムウポ,ゼエダ,コオパ,アッル,オンヌ
468,ガアミ,キイサ,ルウダ,ヘエケ,ポオピ,テッリ,ゴンセ
469,バアゾ,ミイチ,ムウヒ,ペエト,ホオジ,ゼッダ,インテ
470,バアノ,キイガ,フウチ,メエミ,コオピ,セッヘ,ホンリ
471,サアゴ,ヒイハ,ムウボ,レエタ,ソオヘ,ヌッロ,ニンノ
472,タアゼ,シイノ,ブウバ,ベエカ,モオピ,ユッラ,メンク
473,ラアン,ミイナ,フウソ,ベエハ,ホオメ,トッネ,ワンヒ
474,ガアズ,ジイル,ヌウパ,ペエツ,ポオミ,ギッタ,クンヒ
475,サアリ,シイダ,スウマ,ヘエヒ,モオバ,コッド,クンブ
476,ハアデ,ビイン,ルウベ,セエレ,トオボ,オッム,ブンサ
477,ラアサ,ピイケ,ズウグ,デエバ,トオプ,ユッキ,コンモ
478,ラアチ,ヒイベ,スウメ,セエダ,ゾオハ,オッサ,ケンレ
479,ナアレ,チイベ,スウポ,ケエパ,ロオセ,ルッフ,ピンム
480,サアム,リイゾ,スウン,ネエパ,ロオピ,ゲッワ,キンボ
481,ヤアメ,ニイヒ,グウバ,セエベ,ゴオボ,リッテ,ロンル